
13.0, 4.0, 702.0
10.0, 4.0, 737.0
9.0, 5.0, 695.0
14.0, 3.0, 742.0
16.0, 4.0, 700.0

12.0, 2.0, 750.0
16.0, 1.0, 753.0
11.0, 3.0, 735.0
9.0, 5.0, 729.0
15.0, 2.0, 738.0
10.0, 4.0, 720.0
14.0, 3.0, 725.0

10.0, 4.0, 717.0
11.0, 3.0, 732.0
15.0, 2.0, 737.0
16.0, 1.0, 759.0
9.0, 5.0, 726.0
12.0, 2.0, 754.0
14.0, 3.0, 722.0

9.0, 5.0, 697.0
14.0, 3.0, 693.0
10.0, 4.0, 685.0
16.0, 1.0, 730.0
15.0, 2.0, 715.0
11.0, 3.0, 714.0

9.0, 5.0, 726.0
19.0, 2.0, 784.0
10.0, 4.0, 725.0
14.0, 3.0, 726.0

14.0, 3.0, 683.0
11.0, 3.0, 710.0
20.0, 1.0, 781.0
15.0, 2.0, 719.0
9.0, 5.0, 696.0
10.0, 4.0, 678.0

15.0, 2.0, 700.0
10.0, 4.0, 679.0
11.0, 3.0, 695.0
16.0, 1.0, 715.0
14.0, 3.0, 684.0
9.0, 5.0, 687.0
12.0, 2.0, 710.0

10.0, 4.0, 709.0
9.0, 5.0, 726.0
16.0, 2.0, 756.0
14.0, 3.0, 714.0
12.0, 3.0, 751.0

9.0, 6.0, 703.0
13.0, 5.0, 708.0

10.0, 4.0, 678.0
14.0, 3.0, 683.0
15.0, 2.0, 698.0
9.0, 5.0, 686.0
12.0, 2.0, 740.0
11.0, 3.0, 697.0
16.0, 1.0, 739.0

11.0, 3.0, 696.0
8.0, 8.0, 727.0
14.0, 3.0, 681.0
9.0, 5.0, 685.0
12.0, 2.0, 728.0
16.0, 1.0, 728.0
10.0, 4.0, 676.0
15.0, 2.0, 699.0

11.0, 3.0, 743.0
13.0, 4.0, 692.0
15.0, 2.0, 748.0
9.0, 5.0, 688.0
14.0, 3.0, 712.0
10.0, 4.0, 709.0

10.0, 4.0, 678.0
9.0, 5.0, 685.0
14.0, 3.0, 683.0
20.0, 2.0, 774.0

16.0, 1.0, 766.0
15.0, 2.0, 747.0
9.0, 5.0, 732.0
14.0, 3.0, 727.0
10.0, 4.0, 724.0
11.0, 3.0, 736.0
12.0, 2.0, 757.0

10.0, 4.0, 682.0
14.0, 3.0, 687.0
12.0, 2.0, 768.0
11.0, 3.0, 755.0
16.0, 1.0, 777.0
9.0, 5.0, 689.0

9.0, 6.0, 698.0
9.0, 5.0, 761.0
14.0, 4.0, 718.0
10.0, 5.0, 713.0
13.0, 5.0, 703.0
13.0, 4.0, 758.0

9.0, 5.0, 678.0
15.0, 2.0, 688.0
10.0, 4.0, 671.0
11.0, 3.0, 683.0
14.0, 3.0, 676.0

9.0, 5.0, 643.0
13.0, 4.0, 648.0
10.0, 4.0, 719.0
14.0, 3.0, 717.0
15.0, 2.0, 738.0
16.0, 1.0, 763.0
12.0, 2.0, 750.0

15.0, 2.0, 715.0
7.0, 8.0, 726.0
9.0, 5.0, 692.0
16.0, 1.0, 727.0
14.0, 3.0, 690.0
8.0, 7.0, 745.0
12.0, 2.0, 727.0
10.0, 4.0, 684.0
11.0, 3.0, 709.0

10.0, 4.0, 694.0
17.0, 1.0, 749.0
14.0, 3.0, 699.0
15.0, 2.0, 723.0
11.0, 3.0, 720.0
9.0, 5.0, 701.0
13.0, 2.0, 741.0

11.0, 3.0, 737.0
10.0, 4.0, 724.0
9.0, 5.0, 733.0
14.0, 3.0, 730.0
15.0, 2.0, 742.0

10.0, 4.0, 719.0
14.0, 3.0, 722.0
15.0, 2.0, 742.0
9.0, 5.0, 728.0
11.0, 3.0, 741.0

15.0, 2.0, 700.0
21.0, 1.0, 787.0
9.0, 5.0, 686.0
14.0, 3.0, 685.0
8.0, 8.0, 771.0
11.0, 3.0, 695.0
10.0, 4.0, 680.0

10.0, 4.0, 707.0
9.0, 5.0, 682.0
8.0, 8.0, 769.0
13.0, 4.0, 687.0
11.0, 3.0, 727.0
14.0, 3.0, 712.0
15.0, 2.0, 732.0

12.0, 3.0, 740.0
10.0, 4.0, 725.0
13.0, 2.0, 764.0
9.0, 5.0, 737.0
16.0, 2.0, 745.0
14.0, 3.0, 731.0
17.0, 1.0, 769.0

9.0, 5.0, 697.0
21.0, 1.0, 801.0
11.0, 3.0, 705.0
10.0, 4.0, 690.0
14.0, 3.0, 696.0
15.0, 2.0, 711.0

13.0, 4.0, 642.0
14.0, 3.0, 658.0
9.0, 5.0, 637.0
10.0, 4.0, 653.0
15.0, 2.0, 680.0

10.0, 4.0, 680.0
14.0, 3.0, 686.0
8.0, 8.0, 741.0
11.0, 3.0, 693.0
16.0, 1.0, 714.0
12.0, 2.0, 708.0
9.0, 5.0, 687.0
15.0, 2.0, 699.0

15.0, 2.0, 738.0
11.0, 3.0, 735.0
9.0, 4.0, 671.0
16.0, 1.0, 756.0
13.0, 3.0, 700.0
12.0, 2.0, 748.0

13.0, 4.0, 651.0
9.0, 5.0, 643.0
8.0, 7.0, 708.0
9.0, 6.0, 640.0
10.0, 4.0, 688.0
11.0, 3.0, 703.0
14.0, 3.0, 690.0
7.0, 8.0, 661.0
15.0, 2.0, 711.0
