
10.0, 11.0, 65.16233766233766, 867.0, 1000.0, 0.36459096339670183
21.0, 5.0, 70.1375, 905.0, 1000.0, 0.3630621641220421
16.0, 8.0, 68.19642857142857, 864.0, 1000.0, 0.3636345162876153
16.0, 7.0, 65.94285714285714, 872.0, 1000.0, 0.3619219359666616
14.0, 7.0, 55.87619047619048, 874.0, 1000.0, 0.3649888152569355
16.0, 8.0, 67.925, 853.0, 1000.0, 0.36459096339670183
16.0, 9.0, 65.91111111111111, 850.0, 1000.0, 0.3588635716743976
14.0, 6.0, 53.604166666666664, 875.0, 1000.0, 0.3644482297766931
18.0, 5.0, 57.67058823529412, 879.0, 1000.0, 0.36552613942980694
13.0, 8.0, 55.925, 849.0, 1000.0, 0.3649888152569355
10.0, 12.0, 65.1547619047619, 866.0, 1000.0, 0.36756043295704743
10.0, 11.0, 65.16233766233766, 868.0, 1000.0, 0.3636345162876153
17.0, 6.0, 65.96666666666667, 899.0, 1000.0, 0.36175578899309996
20.0, 6.0, 70.10416666666667, 878.0, 1000.0, 0.3630621641220421
17.0, 6.0, 64.23809523809524, 895.0, 1000.0, 0.3619219359666616
10.0, 11.0, 64.6534090909091, 861.0, 1000.0, 0.36954967853877635
17.0, 6.0, 66.10416666666667, 887.0, 1000.0, 0.3630621641220421
10.0, 11.0, 64.89090909090909, 853.0, 1000.0, 0.3687013424239295

10.0, 12.0, 66.88333333333333, 909.0, 1000.0, 0.36167290084265236
15.0, 5.0, 59.6375, 929.0, 1000.0, 0.36708257405699135
21.0, 7.0, 73.94285714285714, 914.0, 1000.0, 0.36167290084265236
15.0, 10.0, 71.89999999999999, 917.0, 1000.0, 0.36167290084265236
13.0, 9.0, 57.673611111111114, 889.0, 1000.0, 0.3619394689872021
15.0, 9.0, 67.98611111111111, 972.0, 1000.0, 0.3611027787761694

15.0, 9.0, 67.4957264957265, 881.0, 1000.0, 0.36850926551114926
15.0, 8.0, 67.50961538461539, 883.0, 1000.0, 0.36924730425571195
12.0, 9.0, 63.798611111111114, 919.0, 1000.0, 0.3628783830757481
11.0, 10.0, 64.48461538461538, 888.0, 1000.0, 0.36850926551114926
18.0, 5.0, 66.95, 918.0, 1000.0, 0.36741016914478325
23.0, 3.0, 75.0392156862745, 942.0, 1000.0, 0.37622406148683807
12.0, 8.0, 61.654411764705884, 911.0, 1000.0, 0.368795154377945
14.0, 10.0, 67.48461538461538, 856.0, 1000.0, 0.36850926551114926
23.0, 2.0, 75.20588235294117, 944.0, 1000.0, 0.3780876996679601
15.0, 9.0, 65.18253968253968, 868.0, 1000.0, 0.36931262461273123
17.0, 7.0, 66.52747252747253, 884.0, 1000.0, 0.36850926551114926
19.0, 4.0, 71.95588235294117, 913.0, 1000.0, 0.3784774078155374
16.0, 4.0, 59.75, 907.0, 1000.0, 0.3798599198596987
23.0, 3.0, 75.0392156862745, 943.0, 1000.0, 0.3747636442338298

21.0, 8.0, 77.19642857142857, 871.0, 1000.0, 0.38141754666547883
15.0, 11.0, 71.89090909090909, 918.0, 1000.0, 0.36763457617516393
12.0, 11.0, 72.89090909090909, 903.0, 1000.0, 0.37841069483218825
22.0, 7.0, 78.21428571428571, 902.0, 1000.0, 0.37189551258054776
11.0, 12.0, 70.1547619047619, 897.0, 1000.0, 0.37010512297715725
17.0, 9.0, 73.18253968253968, 891.0, 1000.0, 0.37240410269861424
12.0, 11.0, 71.16233766233766, 917.0, 1000.0, 0.37189551258054776
12.0, 12.0, 68.20833333333333, 915.0, 1000.0, 0.37331569462352343
21.0, 8.0, 76.925, 888.0, 1000.0, 0.3733117534986127
19.0, 8.0, 65.925, 890.0, 1000.0, 0.3726949956533563
17.0, 9.0, 73.18253968253968, 892.0, 1000.0, 0.3722987907617251
23.0, 7.0, 79.21428571428571, 904.0, 1000.0, 0.3710991429316311

15.0, 11.0, 70.16233766233766, 881.0, 1000.0, 0.3684785855297422
18.0, 7.0, 63.49579831932773, 924.0, 1000.0, 0.3692902960236646
19.0, 6.0, 61.96666666666666, 892.0, 1000.0, 0.37185383351813905
22.0, 6.0, 74.23809523809524, 905.0, 1000.0, 0.36968321166617435
14.0, 12.0, 69.1547619047619, 856.0, 1000.0, 0.3684785855297422
21.0, 8.0, 73.19642857142857, 875.0, 1000.0, 0.3684785855297422
11.0, 11.0, 63.89090909090909, 881.0, 1000.0, 0.3687237881873939
11.0, 12.0, 66.1547619047619, 890.0, 1000.0, 0.3684785855297422

12.0, 10.0, 61.6625, 915.0, 1000.0, 0.36839102241487626
11.0, 11.0, 62.59090909090909, 901.0, 1000.0, 0.36772213243822094
12.0, 8.0, 61.625, 908.0, 1000.0, 0.36961779065728056
12.0, 8.0, 61.6875, 913.0, 1000.0, 0.3668181367647358
17.0, 8.0, 58.925, 840.0, 1000.0, 0.36660964494664006
17.0, 9.0, 58.84444444444445, 836.0, 1000.0, 0.36674199239636773
15.0, 5.0, 54.7, 905.0, 1000.0, 0.37120320257177275
13.0, 8.0, 52.47794117647059, 861.0, 1000.0, 0.3720632868415169
13.0, 9.0, 54.611111111111114, 851.0, 1000.0, 0.372647148304402
12.0, 10.0, 61.45294117647059, 921.0, 1000.0, 0.3692902960236646
15.0, 6.0, 54.46078431372549, 909.0, 1000.0, 0.3720632868415169
14.0, 7.0, 53.642857142857146, 876.0, 1000.0, 0.3710510084281663
15.0, 6.0, 54.604166666666664, 898.0, 1000.0, 0.3710510084281663
18.0, 5.0, 63.7, 902.0, 1000.0, 0.36961779065728056
14.0, 8.0, 55.79166666666667, 865.0, 1000.0, 0.3716432915402553

18.0, 6.0, 62.766666666666666, 855.0, 1000.0, 0.36867269943997183
14.0, 6.0, 58.766666666666666, 866.0, 1000.0, 0.37233160988179154
17.0, 7.0, 61.74285714285715, 832.0, 1000.0, 0.37073457902845514
17.0, 8.0, 61.725, 832.0, 1000.0, 0.36820162404124473
14.0, 6.0, 56.541666666666664, 872.0, 1000.0, 0.3690439915080963
22.0, 6.0, 65.23809523809524, 1014.0, 1000.0, 0.36197934838792445
26.0, 5.0, 65.93333333333334, 1003.0, 1000.0, 0.36140338876958567
18.0, 6.0, 60.479166666666664, 858.0, 1000.0, 0.3690439915080963
25.0, 6.0, 68.23809523809524, 974.0, 1000.0, 0.36197934838792445
13.0, 8.0, 57.725, 841.0, 1000.0, 0.37073457902845514
26.0, 5.0, 68.93333333333334, 1001.0, 1000.0, 0.3629492190549214

16.0, 10.0, 72.89999999999999, 924.0, 1000.0, 0.35860728124765473
19.0, 6.0, 60.023809523809526, 877.0, 1000.0, 0.3626250120390965
12.0, 11.0, 68.89090909090909, 933.0, 1000.0, 0.35860728124765473
15.0, 11.0, 71.89090909090909, 902.0, 1000.0, 0.35860728124765473
15.0, 7.0, 60.92857142857143, 871.0, 1000.0, 0.36512542516436763
11.0, 11.0, 65.6534090909091, 916.0, 1000.0, 0.3641559981632403
15.0, 11.0, 69.14973262032086, 924.0, 1000.0, 0.3600461323010311
19.0, 6.0, 57.291666666666664, 899.0, 1000.0, 0.3651780972506261
16.0, 10.0, 70.6625, 911.0, 1000.0, 0.3604774718000681

11.0, 11.0, 66.16233766233766, 927.0, 1000.0, 0.3640311098053377
11.0, 8.0, 64.625, 936.0, 1000.0, 0.36741016914478325
10.0, 12.0, 65.1547619047619, 906.0, 1000.0, 0.3640311098053377
10.0, 12.0, 66.64583333333333, 895.0, 1000.0, 0.3657852822449062
