
13.0, 5.0, 781.0
19.0, 2.0, 822.0
9.0, 8.0, 838.0
10.0, 8.0, 826.0
10.0, 7.0, 861.0
11.0, 7.0, 852.0
15.0, 3.0, 817.0
14.0, 4.0, 797.0
17.0, 4.0, 783.0
18.0, 3.0, 803.0

13.0, 6.0, 782.0
9.0, 8.0, 804.0
18.0, 2.0, 824.0
9.0, 9.0, 799.0
13.0, 5.0, 786.0
14.0, 3.0, 797.0

9.0, 8.0, 786.0
10.0, 7.0, 826.0
13.0, 5.0, 770.0
17.0, 4.0, 770.0
13.0, 6.0, 760.0
14.0, 4.0, 796.0
17.0, 5.0, 761.0
11.0, 6.0, 844.0
15.0, 3.0, 814.0
18.0, 3.0, 797.0
19.0, 2.0, 810.0

9.0, 8.0, 853.0
19.0, 2.0, 851.0
14.0, 5.0, 798.0
12.0, 7.0, 879.0
10.0, 8.0, 843.0
20.0, 2.0, 839.0
18.0, 4.0, 799.0
15.0, 3.0, 856.0
13.0, 5.0, 815.0
14.0, 4.0, 823.0
16.0, 3.0, 834.0
19.0, 3.0, 814.0
18.0, 3.0, 828.0
15.0, 4.0, 810.0

19.0, 2.0, 820.0
9.0, 8.0, 797.0
13.0, 5.0, 773.0
11.0, 6.0, 834.0
17.0, 4.0, 776.0
14.0, 4.0, 793.0
15.0, 3.0, 816.0
10.0, 7.0, 813.0
18.0, 3.0, 800.0

9.0, 8.0, 850.0
12.0, 3.0, 783.0
11.0, 3.0, 789.0
12.0, 4.0, 778.0
12.0, 2.0, 807.0
11.0, 4.0, 786.0

19.0, 2.0, 880.0
9.0, 8.0, 861.0
18.0, 4.0, 817.0
20.0, 2.0, 864.0
10.0, 8.0, 845.0
12.0, 7.0, 879.0
15.0, 3.0, 876.0
14.0, 5.0, 820.0
13.0, 5.0, 831.0
19.0, 3.0, 849.0
16.0, 3.0, 865.0
15.0, 4.0, 844.0
14.0, 4.0, 851.0
17.0, 4.0, 825.0
18.0, 3.0, 855.0

9.0, 8.0, 837.0
14.0, 1.0, 857.0
11.0, 3.0, 799.0
12.0, 2.0, 825.0
13.0, 2.0, 813.0
10.0, 8.0, 824.0

23.0, 2.0, 869.0
14.0, 5.0, 807.0
13.0, 5.0, 809.0
19.0, 3.0, 837.0
18.0, 3.0, 849.0
18.0, 4.0, 816.0
14.0, 4.0, 843.0
15.0, 4.0, 834.0
17.0, 4.0, 817.0

19.0, 2.0, 860.0
14.0, 5.0, 811.0
9.0, 9.0, 859.0
10.0, 9.0, 848.0
12.0, 7.0, 878.0
20.0, 2.0, 848.0
18.0, 4.0, 812.0
17.0, 4.0, 824.0
10.0, 8.0, 850.0
15.0, 3.0, 854.0
13.0, 5.0, 826.0
14.0, 4.0, 842.0
19.0, 3.0, 834.0
15.0, 4.0, 828.0
16.0, 3.0, 845.0
18.0, 3.0, 843.0

9.0, 8.0, 844.0
19.0, 2.0, 826.0
13.0, 5.0, 784.0
10.0, 8.0, 832.0
12.0, 7.0, 864.0
18.0, 3.0, 803.0
15.0, 3.0, 821.0
14.0, 4.0, 803.0

23.0, 2.0, 892.0
9.0, 8.0, 847.0
14.0, 6.0, 811.0
10.0, 8.0, 835.0
12.0, 7.0, 870.0
19.0, 3.0, 846.0
13.0, 5.0, 832.0
18.0, 4.0, 822.0
14.0, 5.0, 817.0
14.0, 4.0, 853.0
15.0, 4.0, 840.0
18.0, 3.0, 854.0
17.0, 4.0, 833.0

20.0, 2.0, 871.0
14.0, 5.0, 809.0
9.0, 8.0, 851.0
10.0, 8.0, 848.0
12.0, 7.0, 871.0
16.0, 3.0, 859.0
19.0, 3.0, 828.0
13.0, 5.0, 820.0
14.0, 4.0, 837.0
18.0, 4.0, 817.0
18.0, 3.0, 842.0
17.0, 4.0, 825.0
15.0, 4.0, 832.0

9.0, 8.0, 846.0
14.0, 5.0, 819.0
23.0, 2.0, 884.0
10.0, 8.0, 838.0
19.0, 3.0, 835.0
18.0, 3.0, 850.0
10.0, 7.0, 867.0
11.0, 7.0, 855.0
13.0, 5.0, 824.0
15.0, 4.0, 830.0
18.0, 4.0, 824.0
14.0, 4.0, 845.0

19.0, 2.0, 818.0
17.0, 4.0, 772.0
13.0, 5.0, 767.0
14.0, 4.0, 787.0
18.0, 3.0, 792.0
15.0, 3.0, 812.0

14.0, 5.0, 812.0
9.0, 8.0, 843.0
11.0, 7.0, 854.0
19.0, 2.0, 854.0
10.0, 8.0, 832.0
19.0, 3.0, 839.0
13.0, 5.0, 824.0
15.0, 3.0, 853.0
17.0, 4.0, 826.0
18.0, 4.0, 817.0
15.0, 4.0, 834.0
14.0, 4.0, 835.0
18.0, 3.0, 843.0

19.0, 2.0, 873.0
14.0, 5.0, 814.0
9.0, 10.0, 885.0
9.0, 9.0, 887.0
20.0, 2.0, 856.0
10.0, 10.0, 876.0
12.0, 7.0, 879.0
13.0, 5.0, 828.0
18.0, 4.0, 819.0
15.0, 3.0, 857.0
11.0, 8.0, 852.0
16.0, 3.0, 855.0
14.0, 4.0, 838.0
19.0, 3.0, 837.0
10.0, 9.0, 878.0
18.0, 3.0, 846.0
15.0, 4.0, 832.0

13.0, 5.0, 781.0
9.0, 8.0, 845.0
19.0, 2.0, 880.0
10.0, 8.0, 831.0
20.0, 2.0, 871.0
17.0, 4.0, 783.0
11.0, 7.0, 849.0
10.0, 7.0, 871.0
14.0, 4.0, 866.0
19.0, 3.0, 823.0
15.0, 3.0, 879.0
18.0, 3.0, 868.0
16.0, 3.0, 871.0
15.0, 4.0, 823.0

17.0, 5.0, 790.0
9.0, 8.0, 849.0
19.0, 2.0, 878.0
10.0, 8.0, 843.0
20.0, 2.0, 874.0
11.0, 6.0, 891.0
13.0, 6.0, 800.0
14.0, 5.0, 823.0
18.0, 4.0, 828.0
15.0, 3.0, 878.0
11.0, 7.0, 861.0
16.0, 3.0, 861.0
13.0, 5.0, 832.0
14.0, 4.0, 847.0
18.0, 3.0, 844.0
12.0, 6.0, 870.0
10.0, 7.0, 870.0
15.0, 4.0, 840.0
17.0, 4.0, 837.0

19.0, 2.0, 877.0
9.0, 8.0, 849.0
13.0, 5.0, 804.0
10.0, 8.0, 840.0
20.0, 2.0, 864.0
17.0, 4.0, 809.0
12.0, 7.0, 875.0
14.0, 4.0, 852.0
15.0, 3.0, 872.0
16.0, 3.0, 863.0
18.0, 3.0, 854.0
19.0, 3.0, 848.0
15.0, 4.0, 843.0

14.0, 4.0, 824.0
9.0, 10.0, 863.0
20.0, 1.0, 867.0
9.0, 9.0, 871.0
16.0, 2.0, 844.0
13.0, 4.0, 833.0
15.0, 2.0, 861.0
15.0, 3.0, 837.0
14.0, 3.0, 847.0

18.0, 2.0, 822.0
9.0, 8.0, 847.0
13.0, 4.0, 800.0
10.0, 8.0, 838.0
12.0, 7.0, 864.0
14.0, 3.0, 817.0
17.0, 3.0, 802.0

9.0, 8.0, 849.0
14.0, 5.0, 823.0
23.0, 2.0, 886.0
10.0, 8.0, 841.0
19.0, 3.0, 850.0
10.0, 7.0, 872.0
13.0, 5.0, 835.0
18.0, 4.0, 827.0
11.0, 7.0, 861.0
14.0, 4.0, 859.0
17.0, 4.0, 840.0
18.0, 3.0, 864.0
15.0, 4.0, 845.0

9.0, 9.0, 846.0
14.0, 5.0, 817.0
19.0, 2.0, 870.0
10.0, 9.0, 837.0
12.0, 7.0, 870.0
20.0, 2.0, 864.0
18.0, 4.0, 822.0
19.0, 3.0, 839.0
10.0, 8.0, 838.0
15.0, 4.0, 834.0
13.0, 5.0, 836.0
16.0, 3.0, 860.0
15.0, 3.0, 869.0
18.0, 3.0, 854.0
14.0, 4.0, 849.0
9.0, 8.0, 849.0

23.0, 2.0, 887.0
9.0, 8.0, 815.0
13.0, 4.0, 795.0
17.0, 3.0, 820.0

13.0, 5.0, 773.0
9.0, 8.0, 800.0
19.0, 2.0, 856.0
15.0, 3.0, 854.0
10.0, 7.0, 815.0
14.0, 4.0, 790.0
17.0, 4.0, 774.0
18.0, 3.0, 795.0

13.0, 4.0, 799.0
14.0, 4.0, 791.0
23.0, 1.0, 869.0
18.0, 2.0, 837.0
19.0, 2.0, 828.0
15.0, 3.0, 802.0
14.0, 3.0, 815.0

9.0, 8.0, 847.0
23.0, 2.0, 878.0
14.0, 5.0, 817.0
10.0, 8.0, 844.0
19.0, 3.0, 852.0
17.0, 4.0, 833.0
10.0, 7.0, 867.0
13.0, 5.0, 829.0
11.0, 7.0, 861.0
18.0, 3.0, 861.0
18.0, 4.0, 822.0
14.0, 4.0, 853.0
15.0, 4.0, 847.0

13.0, 5.0, 774.0
9.0, 8.0, 795.0
19.0, 2.0, 817.0
10.0, 7.0, 814.0
14.0, 4.0, 790.0
17.0, 4.0, 775.0
15.0, 3.0, 816.0
18.0, 3.0, 795.0

10.0, 8.0, 834.0
13.0, 5.0, 793.0
23.0, 1.0, 875.0
19.0, 2.0, 845.0
12.0, 7.0, 866.0
13.0, 4.0, 820.0
17.0, 4.0, 797.0
15.0, 3.0, 822.0
18.0, 2.0, 859.0
14.0, 3.0, 835.0
