
13.0, 6.0, 813.0, 1000.0, 0.36668131684906735
16.0, 4.0, 829.0, 1000.0, 0.3719204806337685
18.0, 4.0, 833.0, 1000.0, 0.3705919540819505
14.0, 4.0, 835.0, 1000.0, 0.37188930755671235
17.0, 4.0, 848.0, 1000.0, 0.36713048084373434
13.0, 5.0, 815.0, 1000.0, 0.3664126392237853
21.0, 3.0, 881.0, 1000.0, 0.36692512219869633
15.0, 3.0, 845.0, 1000.0, 0.3738679524134192
23.0, 2.0, 887.0, 1000.0, 0.3705919540819505
19.0, 4.0, 861.0, 1000.0, 0.36521925413592615
19.0, 3.0, 858.0, 1000.0, 0.3705919540819505
14.0, 4.0, 816.0, 1000.0, 0.3738679524134192
21.0, 2.0, 873.0, 1000.0, 0.3719204806337685
18.0, 3.0, 852.0, 1000.0, 0.3706927807916994
17.0, 3.0, 847.0, 1000.0, 0.3719204806337685
22.0, 3.0, 857.0, 1000.0, 0.3705919540819505

10.0, 10.0, 858.0, 1000.0, 0.368174153600559
14.0, 7.0, 869.0, 1000.0, 0.36606025869933545
16.0, 6.0, 856.0, 1000.0, 0.3686342530061978
11.0, 9.0, 874.0, 1000.0, 0.368174153600559
14.0, 5.0, 868.0, 1000.0, 0.37078822337243966
14.0, 6.0, 871.0, 1000.0, 0.36576773272004603
14.0, 10.0, 851.0, 1000.0, 0.36574729757905694
14.0, 4.0, 870.0, 1000.0, 0.37075925921841213
13.0, 6.0, 842.0, 1000.0, 0.37078822337243966
16.0, 8.0, 854.0, 1000.0, 0.36344365192025585
17.0, 7.0, 850.0, 1000.0, 0.36464272977129486
16.0, 8.0, 836.0, 1000.0, 0.3652401422197301
16.0, 7.0, 852.0, 1000.0, 0.368174153600559
17.0, 5.0, 869.0, 1000.0, 0.3686342530061978

19.0, 3.0, 841.0, 1000.0, 0.35926948362713795
17.0, 4.0, 804.0, 1000.0, 0.36730810058101326
13.0, 6.0, 801.0, 1000.0, 0.35818423410543165
14.0, 4.0, 828.0, 1000.0, 0.36192248419942885
17.0, 5.0, 804.0, 1000.0, 0.35818423410543165
18.0, 3.0, 842.0, 1000.0, 0.35763727634271303
15.0, 3.0, 867.0, 1000.0, 0.35715567517730396
19.0, 3.0, 856.0, 1000.0, 0.35516920895456894
17.0, 6.0, 800.0, 1000.0, 0.35754548302696826
18.0, 3.0, 827.0, 1000.0, 0.3610085647384165
14.0, 4.0, 839.0, 1000.0, 0.35763727634271303
14.0, 5.0, 815.0, 1000.0, 0.35754548302696826
18.0, 4.0, 822.0, 1000.0, 0.35754548302696826
15.0, 4.0, 831.0, 1000.0, 0.35754548302696826
16.0, 4.0, 836.0, 1000.0, 0.3569468980438875
14.0, 6.0, 803.0, 1000.0, 0.35761933116703637

14.0, 9.0, 873.0, 1000.0, 0.36674199239636773
11.0, 11.0, 881.0, 1000.0, 0.3624943598112754
11.0, 10.0, 883.0, 1000.0, 0.3638166607008297
15.0, 7.0, 895.0, 1000.0, 0.3687643244305864
17.0, 8.0, 873.0, 1000.0, 0.3662586723954444
20.0, 6.0, 892.0, 1000.0, 0.3670301925882247
11.0, 11.0, 876.0, 1000.0, 0.36387283859541947
15.0, 8.0, 915.0, 1000.0, 0.3671407837106191
19.0, 6.0, 898.0, 1000.0, 0.36820162404124473
22.0, 6.0, 909.0, 1000.0, 0.3668159355870161
19.0, 6.0, 912.0, 1000.0, 0.36437665861958435
17.0, 7.0, 877.0, 1000.0, 0.3638166607008297
20.0, 5.0, 873.0, 1000.0, 0.37012185283244564
17.0, 8.0, 875.0, 1000.0, 0.3624943598112754
24.0, 5.0, 888.0, 1000.0, 0.3670301925882247

18.0, 6.0, 946.0, 1000.0, 0.3636345162876153
11.0, 10.0, 929.0, 1000.0, 0.3636345162876153
10.0, 12.0, 907.0, 1000.0, 0.3640311098053377
18.0, 5.0, 954.0, 1000.0, 0.3619219359666616
15.0, 4.0, 873.0, 1000.0, 0.3643104196200637
11.0, 10.0, 937.0, 1000.0, 0.3619219359666616
11.0, 11.0, 913.0, 1000.0, 0.3632207161078703
16.0, 9.0, 901.0, 1000.0, 0.3640311098053377

10.0, 10.0, 866.0, 1000.0, 0.3717625145493949
10.0, 11.0, 850.0, 1000.0, 0.3740160332641883
13.0, 9.0, 843.0, 1000.0, 0.36660964494664006
10.0, 13.0, 848.0, 1000.0, 0.3689316078951186
16.0, 8.0, 844.0, 1000.0, 0.3740160332641883
11.0, 11.0, 852.0, 1000.0, 0.37398168793243913
10.0, 11.0, 854.0, 1000.0, 0.3712884520431552
17.0, 6.0, 863.0, 1000.0, 0.37049962827408306
16.0, 9.0, 840.0, 1000.0, 0.37397859883909407

10.0, 13.0, 863.0, 1000.0, 0.3684785855297422
14.0, 8.0, 869.0, 1000.0, 0.36660964494664006
17.0, 7.0, 860.0, 1000.0, 0.3711627080884806
10.0, 12.0, 865.0, 1000.0, 0.3690032814458164
10.0, 11.0, 857.0, 1000.0, 0.3733028797789896
18.0, 9.0, 888.0, 1000.0, 0.3594678162514556
10.0, 13.0, 849.0, 1000.0, 0.3689316078951186
15.0, 8.0, 877.0, 1000.0, 0.36266461960551183
16.0, 10.0, 857.0, 1000.0, 0.3684785855297422

15.0, 11.0, 848.0, 1000.0, 0.3586042451835655
17.0, 8.0, 925.0, 1000.0, 0.3690032814458164
14.0, 11.0, 903.0, 1000.0, 0.3714239864077974
19.0, 5.0, 932.0, 1000.0, 0.3789928449849669
16.0, 10.0, 885.0, 1000.0, 0.3689316078951186
11.0, 10.0, 933.0, 1000.0, 0.3697258621735323
11.0, 9.0, 941.0, 1000.0, 0.36910384394697227
17.0, 8.0, 926.0, 1000.0, 0.3680359115093387
13.0, 8.0, 938.0, 1000.0, 0.3780101654042335
10.0, 11.0, 917.0, 1000.0, 0.3673126939254575
16.0, 9.0, 889.0, 1000.0, 0.3659596630963592
23.0, 4.0, 945.0, 1000.0, 0.3803710018633547
16.0, 8.0, 891.0, 1000.0, 0.3701232734165346
11.0, 10.0, 937.0, 1000.0, 0.3673126939254575

14.0, 4.0, 829.0, 1000.0, 0.37615782689125127
18.0, 4.0, 873.0, 1000.0, 0.36808657132323985
13.0, 7.0, 810.0, 1000.0, 0.36924300331434057
14.0, 5.0, 823.0, 1000.0, 0.374566405544734
18.0, 3.0, 857.0, 1000.0, 0.37615782689125127
14.0, 5.0, 835.0, 1000.0, 0.37062607205966386
14.0, 5.0, 840.0, 1000.0, 0.36808657132323985
14.0, 6.0, 827.0, 1000.0, 0.36924300331434057
18.0, 4.0, 858.0, 1000.0, 0.374566405544734

22.0, 7.0, 889.0, 1000.0, 0.36951260925742513
11.0, 12.0, 892.0, 1000.0, 0.3684785855297422
15.0, 8.0, 885.0, 1000.0, 0.3752414597794449
11.0, 10.0, 888.0, 1000.0, 0.37514539542541425
15.0, 9.0, 869.0, 1000.0, 0.37636976200555006
10.0, 8.0, 923.0, 1000.0, 0.37495372318610654
11.0, 10.0, 902.0, 1000.0, 0.3716432915402553
11.0, 9.0, 889.0, 1000.0, 0.3756806186556074
17.0, 8.0, 888.0, 1000.0, 0.3690032814458164
11.0, 10.0, 881.0, 1000.0, 0.3759362437500589

17.0, 6.0, 815.0, 1000.0, 0.36129525435377796
15.0, 7.0, 855.0, 1000.0, 0.3656732853527399
11.0, 8.0, 840.0, 1000.0, 0.3684693208617711
12.0, 7.0, 868.0, 1000.0, 0.3683814989133235
15.0, 7.0, 833.0, 1000.0, 0.3684693208617711
18.0, 4.0, 858.0, 1000.0, 0.3656732853527399
13.0, 7.0, 864.0, 1000.0, 0.36801798109686246
11.0, 8.0, 842.0, 1000.0, 0.3683814989133235
19.0, 4.0, 877.0, 1000.0, 0.3609950565689214
16.0, 6.0, 861.0, 1000.0, 0.3683814989133235
17.0, 5.0, 834.0, 1000.0, 0.3684693208617711
21.0, 5.0, 816.0, 1000.0, 0.36129525435377796

16.0, 8.0, 863.0, 1000.0, 0.37357258537131444
11.0, 12.0, 893.0, 1000.0, 0.37240410269861424
16.0, 9.0, 863.0, 1000.0, 0.3690032814458164
11.0, 12.0, 923.0, 1000.0, 0.3698973107360769
17.0, 5.0, 898.0, 1000.0, 0.37380691192507626
14.0, 7.0, 870.0, 1000.0, 0.3748625269361473
14.0, 7.0, 877.0, 1000.0, 0.37125694895745387
14.0, 6.0, 879.0, 1000.0, 0.3708629818054836
14.0, 8.0, 875.0, 1000.0, 0.36974746773217215

10.0, 10.0, 842.0, 1000.0, 0.38188276408429556
21.0, 4.0, 876.0, 1000.0, 0.367223722261138
16.0, 7.0, 848.0, 1000.0, 0.3643614247028678
22.0, 3.0, 897.0, 1000.0, 0.3690373085547328
16.0, 6.0, 847.0, 1000.0, 0.367223722261138
18.0, 4.0, 892.0, 1000.0, 0.3690373085547328
15.0, 4.0, 880.0, 1000.0, 0.37153554783095166
14.0, 9.0, 857.0, 1000.0, 0.3643614247028678
18.0, 4.0, 895.0, 1000.0, 0.367223722261138
15.0, 8.0, 879.0, 1000.0, 0.3643614247028678
15.0, 8.0, 872.0, 1000.0, 0.3668685535066567
11.0, 8.0, 881.0, 1000.0, 0.3621724796805154
15.0, 5.0, 879.0, 1000.0, 0.37486600718190743
17.0, 6.0, 867.0, 1000.0, 0.3668685535066567
22.0, 3.0, 896.0, 1000.0, 0.37121614248571666
11.0, 9.0, 859.0, 1000.0, 0.38188276408429556
11.0, 9.0, 873.0, 1000.0, 0.3643614247028678
19.0, 3.0, 883.0, 1000.0, 0.37153554783095166
17.0, 6.0, 873.0, 1000.0, 0.363009137474769
15.0, 8.0, 858.0, 1000.0, 0.38188276408429556
21.0, 4.0, 879.0, 1000.0, 0.364696276324651
15.0, 7.0, 882.0, 1000.0, 0.364696276324651
22.0, 4.0, 894.0, 1000.0, 0.3627511962561629

15.0, 3.0, 838.0, 1000.0, 0.36641263922378525
18.0, 3.0, 813.0, 1000.0, 0.36023283179131593
15.0, 3.0, 834.0, 1000.0, 0.3664126392237853
14.0, 5.0, 791.0, 1000.0, 0.3543800974025505
16.0, 3.0, 846.0, 1000.0, 0.36604398401769667
18.0, 4.0, 817.0, 1000.0, 0.3574204325499428
14.0, 4.0, 787.0, 1000.0, 0.36023283179131593
19.0, 2.0, 859.0, 1000.0, 0.3664126392237853
20.0, 2.0, 864.0, 1000.0, 0.36604398401769667
19.0, 2.0, 864.0, 1000.0, 0.36638782279822635
15.0, 3.0, 840.0, 1000.0, 0.36638782279822635

11.0, 11.0, 926.0, 1000.0, 0.36167290084265236
18.0, 7.0, 910.0, 1000.0, 0.365648866022632
18.0, 7.0, 909.0, 1000.0, 0.3680070749853173
11.0, 11.0, 895.0, 1000.0, 0.365648866022632
22.0, 4.0, 912.0, 1000.0, 0.37466604757041144
21.0, 7.0, 902.0, 1000.0, 0.36944304433534875
11.0, 10.0, 929.0, 1000.0, 0.36167513094174264
11.0, 10.0, 903.0, 1000.0, 0.3639689194113358
10.0, 12.0, 905.0, 1000.0, 0.36167290084265236
15.0, 8.0, 895.0, 1000.0, 0.3657928363028623
22.0, 6.0, 917.0, 1000.0, 0.36744564063503193

13.0, 8.0, 855.0, 1000.0, 0.37195202664017246
17.0, 7.0, 855.0, 1000.0, 0.3759707004732724
21.0, 5.0, 868.0, 1000.0, 0.3765735707445319
9.0, 11.0, 863.0, 1000.0, 0.3714239864077974
14.0, 5.0, 888.0, 1000.0, 0.3714340909930484
14.0, 5.0, 883.0, 1000.0, 0.3719292362842116
18.0, 7.0, 848.0, 1000.0, 0.3750826465436643
17.0, 7.0, 856.0, 1000.0, 0.37195202664017246
17.0, 6.0, 857.0, 1000.0, 0.37756896402023665
21.0, 5.0, 865.0, 1000.0, 0.37756896402023665

10.0, 11.0, 857.0, 1000.0, 0.3639426070669636
10.0, 11.0, 851.0, 1000.0, 0.36931262461273123
16.0, 9.0, 849.0, 1000.0, 0.3641559981632403
14.0, 10.0, 870.0, 1000.0, 0.3664126392237853
17.0, 6.0, 838.0, 1000.0, 0.36708257405699135
16.0, 8.0, 851.0, 1000.0, 0.3639426070669636
13.0, 7.0, 849.0, 1000.0, 0.36708257405699135

11.0, 11.0, 871.0, 1000.0, 0.3718717757424413
11.0, 11.0, 865.0, 1000.0, 0.37231406671494693
11.0, 8.0, 869.0, 1000.0, 0.379816578233382
11.0, 9.0, 866.0, 1000.0, 0.3800895380146641
11.0, 12.0, 852.0, 1000.0, 0.37551085400867584
18.0, 5.0, 861.0, 1000.0, 0.3720744583100122
12.0, 12.0, 857.0, 1000.0, 0.3749895964116304
14.0, 6.0, 854.0, 1000.0, 0.3720744583100122
15.0, 6.0, 850.0, 1000.0, 0.3657480945287408
12.0, 9.0, 883.0, 1000.0, 0.3699691393209378
12.0, 8.0, 879.0, 1000.0, 0.37513495599182645
12.0, 11.0, 873.0, 1000.0, 0.37049773344259906

22.0, 6.0, 904.0, 1000.0, 0.3690032814458164
18.0, 4.0, 934.0, 1000.0, 0.3760730403808878
