
15.0, 2.0, 673.0
8.0, 9.0, 679.0
9.0, 7.0, 719.0
12.0, 8.0, 664.0
14.0, 3.0, 643.0
13.0, 4.0, 644.0
8.0, 8.0, 699.0
12.0, 5.0, 674.0
19.0, 1.0, 672.0
18.0, 2.0, 648.0

8.0, 8.0, 729.0
17.0, 3.0, 687.0
12.0, 5.0, 667.0
19.0, 1.0, 715.0
18.0, 2.0, 696.0
15.0, 2.0, 710.0
9.0, 7.0, 734.0
10.0, 6.0, 745.0
14.0, 3.0, 691.0
13.0, 4.0, 681.0
16.0, 4.0, 672.0

16.0, 4.0, 628.0
18.0, 2.0, 684.0
8.0, 8.0, 722.0
9.0, 7.0, 685.0
14.0, 3.0, 679.0
12.0, 5.0, 623.0
13.0, 4.0, 640.0
15.0, 2.0, 704.0
17.0, 3.0, 645.0
19.0, 1.0, 709.0
10.0, 6.0, 728.0

8.0, 8.0, 667.0
12.0, 5.0, 653.0
9.0, 7.0, 698.0
15.0, 2.0, 702.0
8.0, 9.0, 662.0
17.0, 3.0, 671.0
10.0, 6.0, 724.0
18.0, 2.0, 690.0
13.0, 4.0, 666.0
19.0, 1.0, 705.0
16.0, 4.0, 657.0
14.0, 3.0, 685.0

15.0, 2.0, 719.0
15.0, 5.0, 646.0
18.0, 2.0, 694.0
13.0, 4.0, 672.0
17.0, 3.0, 678.0
19.0, 1.0, 724.0
12.0, 5.0, 684.0
19.0, 4.0, 651.0
14.0, 3.0, 688.0

9.0, 8.0, 741.0
11.0, 6.0, 783.0
19.0, 1.0, 716.0
10.0, 8.0, 740.0
13.0, 4.0, 663.0
12.0, 5.0, 671.0
17.0, 3.0, 671.0
14.0, 3.0, 691.0
15.0, 2.0, 710.0
10.0, 7.0, 759.0
18.0, 2.0, 697.0

13.0, 4.0, 668.0
15.0, 2.0, 701.0
14.0, 3.0, 683.0
8.0, 8.0, 697.0
19.0, 1.0, 705.0
9.0, 7.0, 719.0
12.0, 5.0, 675.0
17.0, 3.0, 674.0
18.0, 2.0, 689.0
10.0, 6.0, 732.0

12.0, 5.0, 675.0
19.0, 1.0, 707.0
18.0, 2.0, 689.0
17.0, 3.0, 673.0
15.0, 2.0, 702.0
13.0, 4.0, 668.0
14.0, 3.0, 684.0

13.0, 4.0, 669.0
17.0, 3.0, 674.0
12.0, 5.0, 678.0
19.0, 1.0, 721.0
15.0, 2.0, 714.0
18.0, 2.0, 702.0
14.0, 3.0, 696.0

14.0, 3.0, 685.0
18.0, 2.0, 690.0
13.0, 4.0, 668.0
15.0, 2.0, 704.0
17.0, 3.0, 673.0
12.0, 5.0, 675.0
19.0, 1.0, 709.0

17.0, 3.0, 676.0
15.0, 2.0, 711.0
9.0, 7.0, 718.0
8.0, 8.0, 725.0
13.0, 4.0, 674.0
18.0, 2.0, 696.0
11.0, 6.0, 748.0
12.0, 5.0, 683.0
19.0, 1.0, 714.0
14.0, 3.0, 692.0

13.0, 7.0, 723.0
20.0, 4.0, 697.0
14.0, 7.0, 713.0
9.0, 8.0, 715.0
15.0, 5.0, 700.0
14.0, 6.0, 753.0
10.0, 7.0, 748.0
16.0, 4.0, 714.0
11.0, 6.0, 781.0
17.0, 3.0, 744.0
11.0, 7.0, 746.0
21.0, 2.0, 749.0
19.0, 4.0, 705.0
22.0, 2.0, 740.0
10.0, 8.0, 711.0
16.0, 5.0, 692.0
21.0, 3.0, 714.0
18.0, 3.0, 735.0

18.0, 2.0, 698.0
13.0, 4.0, 661.0
12.0, 5.0, 636.0
17.0, 3.0, 666.0
16.0, 4.0, 640.0
19.0, 1.0, 719.0
15.0, 2.0, 714.0
14.0, 3.0, 693.0

12.0, 6.0, 676.0
15.0, 2.0, 712.0
13.0, 4.0, 668.0
8.0, 8.0, 719.0
10.0, 6.0, 734.0
18.0, 2.0, 692.0
12.0, 5.0, 687.0
9.0, 7.0, 715.0
17.0, 3.0, 671.0
19.0, 1.0, 715.0
14.0, 3.0, 689.0

15.0, 2.0, 702.0
19.0, 1.0, 707.0
17.0, 3.0, 672.0
12.0, 5.0, 678.0
18.0, 2.0, 688.0
14.0, 3.0, 683.0
15.0, 5.0, 665.0
13.0, 4.0, 667.0

12.0, 5.0, 681.0
14.0, 3.0, 691.0
17.0, 3.0, 679.0
20.0, 1.0, 733.0
18.0, 2.0, 696.0
13.0, 4.0, 674.0
16.0, 2.0, 727.0

13.0, 4.0, 669.0
14.0, 3.0, 684.0
12.0, 5.0, 678.0
8.0, 8.0, 725.0
17.0, 3.0, 674.0
9.0, 7.0, 734.0
15.0, 2.0, 705.0
19.0, 1.0, 710.0
18.0, 2.0, 689.0

19.0, 1.0, 715.0
12.0, 5.0, 679.0
13.0, 4.0, 666.0
17.0, 3.0, 671.0
18.0, 2.0, 686.0
15.0, 2.0, 710.0
9.0, 7.0, 712.0
14.0, 3.0, 681.0
11.0, 5.0, 751.0
8.0, 8.0, 719.0
10.0, 6.0, 728.0

12.0, 5.0, 644.0
13.0, 4.0, 680.0
18.0, 2.0, 715.0
16.0, 4.0, 650.0
14.0, 3.0, 707.0

9.0, 8.0, 728.0
18.0, 2.0, 723.0
12.0, 5.0, 700.0
14.0, 3.0, 717.0
11.0, 7.0, 754.0
19.0, 1.0, 729.0
15.0, 2.0, 726.0
17.0, 3.0, 699.0
13.0, 4.0, 694.0
10.0, 8.0, 721.0

13.0, 4.0, 668.0
19.0, 1.0, 707.0
14.0, 3.0, 683.0
17.0, 3.0, 673.0
12.0, 5.0, 675.0
18.0, 2.0, 688.0
